sessionId,userId,itemId,action,timeframe,eventdate,userID
1672,802,133313,click,32815,3/15/2016,802
1673,803,30165,click,57904,3/15/2016,803
1673,803,13030,click,13978,3/15/2016,803
1674,804,66697,click,212168,3/2/2016,804
1674,804,90181,click,20746,3/2/2016,804
1675,805,144903,click,5426,3/2/2016,805
1678,808,90060,click,688077,3/2/2016,808
1678,808,58879,click,651333,3/2/2016,808
1678,808,30183,click,198749,3/2/2016,808
1678,808,48213,click,372452,3/2/2016,808
1678,808,151975,click,706586,3/2/2016,808
1678,808,234073,click,470139,3/2/2016,808
1678,808,83009,click,212917,3/2/2016,808
1678,808,240747,click,613411,3/2/2016,808
1691,17143,34192,click,181608,3/15/2016,17143
1691,809,34192,click,16428,3/15/2016,809
1692,810,35997,click,29989,3/15/2016,810
1693,811,401,click,36663,3/15/2016,811
1694,812,4939,click,174184,3/15/2016,812
1694,812,4940,click,314487,3/15/2016,812
1694,812,4940,click,132497,3/15/2016,812
1694,812,4940,click,10779,3/15/2016,812
1694,812,6431,click,88853,3/15/2016,812
1694,812,7380,click,251649,3/15/2016,812
1695,813,62980,click,201922,3/15/2016,813
1695,813,62980,click,258361,3/15/2016,813
1695,813,62980,click,133528,3/15/2016,813
1695,813,134713,click,107825,3/15/2016,813
1695,813,125352,click,11336,3/15/2016,813
1695,813,34479,click,266271,3/15/2016,813
1695,813,12208,click,247909,3/15/2016,813
1695,813,125989,click,126306,3/15/2016,813
1695,813,13729,click,164456,3/15/2016,813
1696,814,35772,click,12189,3/15/2016,814
1697,815,35980,click,20546,3/15/2016,815
1697,815,36768,click,484160,3/15/2016,815
1698,816,49442,click,661103,3/1/2016,816
1698,816,8328,click,1174219,3/1/2016,816
1698,816,10598,click,558201,3/1/2016,816
1698,816,3833,click,272957,3/1/2016,816
1698,816,31469,click,413327,3/1/2016,816
1698,816,36101,click,181146,3/1/2016,816
1699,817,135174,click,17517,3/2/2016,817
1700,818,49846,click,578875,3/2/2016,818
1700,818,49846,click,590774,3/2/2016,818
1700,818,41253,click,499518,3/2/2016,818
1700,818,10028,click,387223,3/2/2016,818
1700,818,55380,click,13210,3/2/2016,818
1700,818,31551,click,315224,3/2/2016,818
1701,819,57461,click,300763,3/2/2016,819
1701,819,57461,click,1169767,3/2/2016,819
1701,819,57461,click,320723,3/2/2016,819
1701,819,57461,click,150945,3/2/2016,819
1701,819,12923,click,1155248,3/2/2016,819
1701,819,12923,click,454437,3/2/2016,819
1701,819,5368,click,944452,3/2/2016,819
1701,819,5368,click,836295,3/2/2016,819
1701,819,5384,click,562243,3/2/2016,819
1701,819,19149,click,13336,3/2/2016,819
1701,819,131247,click,765116,3/2/2016,819
1701,819,247803,click,240946,3/2/2016,819
1701,819,247803,click,314295,3/2/2016,819
1701,819,381911,click,869924,3/2/2016,819
1701,819,69276,click,113387,3/2/2016,819
1701,819,69276,click,86206,3/2/2016,819
1702,820,90248,click,10353,3/3/2016,820
1703,821,134518,click,231579,3/3/2016,821
1703,821,88162,click,39466,3/3/2016,821
1708,822,148943,click,316950,3/2/2016,822
1708,822,12480,click,547798,3/2/2016,822
1708,822,45941,click,480717,3/2/2016,822
1708,822,67593,click,441359,3/2/2016,822
1708,822,67595,click,577435,3/2/2016,822
1708,822,14547,click,2822,3/2/2016,822
1708,822,201921,click,411509,3/2/2016,822
1708,822,201921,click,462206,3/2/2016,822
1719,824,8979,click,506275,3/15/2016,824
1719,824,1675,click,176306,3/15/2016,824
1719,824,134497,click,1134542,3/15/2016,824
1719,824,1773,click,1024786,3/15/2016,824
1719,824,33062,click,634269,3/15/2016,824
1719,824,77646,click,800922,3/15/2016,824
1719,824,4609,click,796114,3/15/2016,824
1719,824,5316,click,294976,3/15/2016,824
1719,824,36518,click,537208,3/15/2016,824
1719,824,6863,click,711592,3/15/2016,824
1719,824,69384,click,1178921,3/15/2016,824
1720,825,11718,click,280009,3/15/2016,825
1720,825,79130,click,33269,3/15/2016,825
1720,825,5414,click,99053,3/15/2016,825
1720,825,13729,click,574443,3/15/2016,825
1720,825,13729,click,897016,3/15/2016,825
1720,825,14638,click,402091,3/15/2016,825
1750,827,12371,click,184436,3/15/2016,827
1750,827,12371,click,640682,3/15/2016,827
1750,827,12371,click,7558,3/15/2016,827
1750,827,6405,click,1099218,3/15/2016,827
1751,828,48336,click,847382,3/15/2016,828
1751,828,30785,click,9206,3/15/2016,828
1751,828,1825,click,75864,3/15/2016,828
1751,828,9729,click,172234,3/15/2016,828
1751,828,76640,click,904252,3/15/2016,828
1752,17320,36675,click,66175,3/15/2016,17320
1752,17320,770,click,105084,3/15/2016,17320
1752,17320,47683,click,1195490,3/15/2016,17320
1754,830,51125,click,19997,1/30/2016,830
1756,832,12045,click,22481,1/30/2016,832
1760,835,30541,click,109599,3/15/2016,835
1760,835,3931,click,202387,3/15/2016,835
1761,836,346,click,10921,3/15/2016,836
1761,836,346,click,381836,3/15/2016,836
1761,836,52870,click,386553,3/15/2016,836
1768,839,345,click,83911,1/30/2016,839
1768,839,70529,click,18143,1/30/2016,839
1769,840,65054,click,48173,1/30/2016,840
1769,840,66697,click,159663,1/30/2016,840
1769,840,157869,click,72579,1/30/2016,840
1769,840,175648,click,140137,1/30/2016,840
1769,840,196107,click,127439,1/30/2016,840
1769,840,79628,click,9990,1/30/2016,840
1769,840,90181,click,36848,1/30/2016,840
1770,841,112493,click,227471,1/30/2016,841
1770,841,401057,click,38837,1/30/2016,841
1770,841,486869,click,247374,1/30/2016,841
1770,841,231217,click,191029,1/30/2016,841
1770,841,77786,click,73892,1/30/2016,841
1770,841,156856,click,104417,1/30/2016,841
1770,841,451156,click,165279,1/30/2016,841
1770,841,34761,click,7432,1/30/2016,841
1770,841,34761,click,25175,1/30/2016,841
1770,841,280439,click,127466,1/30/2016,841
1771,842,39392,click,11231,1/30/2016,842
1772,843,30895,click,31154,1/30/2016,843
1772,843,814,click,386830,1/30/2016,843
1777,844,58739,click,13112,5/1/2016,844
1777,844,58739,click,148136,5/1/2016,844
1777,844,30554,click,177244,5/1/2016,844
1777,844,49347,click,203062,5/1/2016,844
1777,844,10607,click,119854,5/1/2016,844
1791,845,42,click,24201,1/30/2016,845
1791,845,85046,click,657976,1/30/2016,845
1791,845,85046,click,428533,1/30/2016,845
1793,847,911,click,572813,1/30/2016,847
1793,847,81977,click,378552,1/30/2016,847
1793,847,8478,click,653354,1/30/2016,847
1793,847,35876,click,330064,1/30/2016,847
1801,850,8477,click,123193,1/29/2016,850
1801,850,31053,click,644350,1/29/2016,850
1801,850,8644,click,13374,1/29/2016,850
1828,853,46632,click,24816,1/30/2016,853
1829,854,76264,click,596744,1/30/2016,854
1829,854,17980,click,19200,1/30/2016,854
1829,854,36309,click,943405,1/30/2016,854
1830,855,57258,click,50052,1/30/2016,855
1832,17602,11377,click,20089,3/16/2016,17602
1832,17602,87875,click,39317,3/16/2016,17602
1838,856,171711,click,578132,2/7/2016,856
1838,856,144274,click,447592,2/7/2016,856
1838,856,20582,click,300507,2/7/2016,856
1838,856,2922,click,745725,2/7/2016,856
1840,858,49585,click,14183,2/7/2016,858
1840,858,36925,click,180234,2/7/2016,858
1841,859,36342,click,30783,2/8/2016,859
1844,860,9673,click,29304,1/30/2016,860
1845,861,12841,click,19416,1/30/2016,861
1845,861,7771,click,4975,1/30/2016,861
1845,861,8028,click,53047,1/30/2016,861
1845,861,33228,click,167448,1/30/2016,861
1845,861,35378,click,177472,1/30/2016,861
1845,861,6496,click,164803,1/30/2016,861
1846,862,70233,click,14434,1/31/2016,862
1849,863,10747,click,11346,4/28/2016,863
1854,866,51366,click,129475,2/12/2016,866
1854,866,36796,click,10980,2/12/2016,866
1855,867,199406,click,35290,2/12/2016,867
1855,867,138165,click,95565,2/12/2016,867
1856,868,30713,click,276934,2/12/2016,868
1856,868,70793,click,29663,2/12/2016,868
1856,868,8157,click,240760,2/12/2016,868
1865,869,3715,click,11575,2/27/2016,869
1866,870,4926,click,36912,2/27/2016,870
1870,871,35734,click,24722,1/30/2016,871
1871,872,17008,click,175600,1/30/2016,872
1871,872,4991,click,25763,1/30/2016,872
1871,872,387872,click,147313,1/30/2016,872
1871,872,387872,click,115429,1/30/2016,872
1873,874,59089,click,400073,1/30/2016,874
1873,874,21845,click,23416,1/30/2016,874
1873,874,51329,click,125655,1/30/2016,874
1873,874,51329,click,362835,1/30/2016,874
1873,874,51329,click,275299,1/30/2016,874
1873,874,33133,click,434837,1/30/2016,874
1873,874,64884,click,368725,1/30/2016,874
1873,874,54014,click,255855,1/30/2016,874
1873,874,102587,click,479359,1/30/2016,874
1873,874,6430,click,289539,1/30/2016,874
1874,875,149085,click,257445,2/27/2016,875
1874,875,34668,click,14565,2/27/2016,875
1874,875,19413,click,366289,2/27/2016,875
1874,875,14261,click,489984,2/27/2016,875
1874,875,14261,click,430028,2/27/2016,875
1875,876,34265,click,8820,2/27/2016,876
1875,876,393230,click,15111,2/27/2016,876
1876,877,68056,click,9191,2/27/2016,877
1877,878,48286,click,358145,2/27/2016,878
1877,878,59954,click,222569,2/27/2016,878
1877,878,1062,click,333003,2/27/2016,878
1877,878,99558,click,282171,2/27/2016,878
1877,878,33070,click,380740,2/27/2016,878
1877,878,33070,click,179818,2/27/2016,878
1877,878,10998,click,292357,2/27/2016,878
1877,878,10998,click,256122,2/27/2016,878
1877,878,10998,click,202236,2/27/2016,878
1877,878,10998,click,378664,2/27/2016,878
1877,878,4953,click,124883,2/27/2016,878
1877,878,130774,click,616224,2/27/2016,878
1877,878,5193,click,705591,2/27/2016,878
1877,878,5193,click,474300,2/27/2016,878
1877,878,135726,click,695201,2/27/2016,878
1877,878,6566,click,1084471,2/27/2016,878
1877,878,68979,click,1029519,2/27/2016,878
1877,878,128785,click,1068622,2/27/2016,878
1877,878,36460,click,1146843,2/27/2016,878
1877,878,6576,click,1036870,2/27/2016,878
1877,878,6577,click,1103650,2/27/2016,878
1877,878,181658,click,1129661,2/27/2016,878
1877,878,68984,click,1118442,2/27/2016,878
1877,878,25349,click,1172001,2/27/2016,878
1877,878,36518,click,158518,2/27/2016,878
1877,878,36518,click,383530,2/27/2016,878
1877,878,36518,click,58966,2/27/2016,878
1886,879,33297,click,13399,2/27/2016,879
1886,879,161027,click,329872,2/27/2016,879
1888,881,45583,click,52160,2/27/2016,881
1888,881,12841,click,69479,2/27/2016,881
1888,881,12841,click,74889,2/27/2016,881
1888,881,12841,click,38236,2/27/2016,881
1888,881,2022,click,92657,2/27/2016,881
1890,882,272708,click,104766,5/26/2016,882
1890,882,56501,click,28646,5/26/2016,882
1890,882,56501,click,168928,5/26/2016,882
1890,882,125963,click,160133,5/26/2016,882
1895,884,58464,click,17174,5/27/2016,884
1912,885,4233,click,888367,2/27/2016,885
1912,885,5021,click,531735,2/27/2016,885
1912,885,11710,click,89895,2/27/2016,885
1912,885,66280,click,1097085,2/27/2016,885
1912,885,5011,click,1167365,2/27/2016,885
1914,887,11325,click,6750,2/27/2016,887
1915,888,52745,click,30636,2/27/2016,888
1915,888,12316,click,117720,2/27/2016,888
1915,888,17938,click,83067,2/27/2016,888
1915,888,34321,click,10018,2/27/2016,888
1919,890,128471,click,35828,2/7/2016,890
1919,890,128471,click,497525,2/7/2016,890
1921,892,12197,click,110158,2/7/2016,892
1921,892,12449,click,48452,2/7/2016,892
1921,892,36121,click,93604,2/7/2016,892
1922,893,3719,click,15793,2/28/2016,893
1924,895,20717,click,246519,2/27/2016,895
1924,895,20717,click,132003,2/27/2016,895
1924,895,92853,click,85972,2/27/2016,895
1924,895,30605,click,16539,2/27/2016,895
1924,895,30605,click,102955,2/27/2016,895
1925,896,80584,click,1055953,2/27/2016,896
1925,896,7730,click,421127,2/27/2016,896
1925,896,30637,click,899925,2/27/2016,896
1925,896,1211,click,16970,2/27/2016,896
1925,896,40156,click,66503,2/27/2016,896
1925,896,16385,click,365471,2/27/2016,896
1925,896,117159,click,49550,2/27/2016,896
1925,896,3472,click,1020456,2/27/2016,896
1926,897,83646,click,49011,2/27/2016,897
1926,897,32311,click,682820,2/27/2016,897
1926,897,32311,click,932867,2/27/2016,897
1926,897,87643,click,742685,2/27/2016,897
1926,897,13684,click,199486,2/27/2016,897
1928,899,35338,click,342203,2/27/2016,899
1928,899,46965,click,62522,2/27/2016,899
1928,899,46965,click,268898,2/27/2016,899
1929,900,69419,click,21038,2/27/2016,900
1929,900,54281,click,71694,2/27/2016,900
1929,900,5132,click,55732,2/27/2016,900
1929,900,135977,click,123798,2/27/2016,900
1929,900,135977,click,93831,2/27/2016,900
1931,902,293,click,16070,2/27/2016,902
1933,904,31756,click,347505,2/27/2016,904
1933,904,3440,click,326541,2/27/2016,904
1933,904,3719,click,32572,2/27/2016,904
1934,905,4076,click,10358,2/27/2016,905
1935,906,3382,click,352475,2/27/2016,906
1935,906,18851,click,552487,2/27/2016,906
1935,906,18851,click,333820,2/27/2016,906
1935,906,30321,click,365573,2/27/2016,906
1935,906,20949,click,75364,2/27/2016,906
1935,906,8433,click,375300,2/27/2016,906
1935,906,40587,click,464866,2/27/2016,906
1935,906,12007,click,475394,2/27/2016,906
1935,906,4501,click,499365,2/27/2016,906
1935,906,13685,click,32752,2/27/2016,906
1935,906,14742,click,405693,2/27/2016,906
1936,907,12841,click,381367,2/27/2016,907
1936,907,12841,click,43490,2/27/2016,907
1936,907,12841,click,64625,2/27/2016,907
1940,910,12233,click,585582,2/27/2016,910
1940,910,31628,click,90777,2/27/2016,910
1940,910,10399,click,177888,2/27/2016,910
1951,911,39459,click,19104,1/20/2016,911
1958,913,47492,click,159718,2/7/2016,913
1958,913,30743,click,91511,2/7/2016,913
1958,913,31200,click,118782,2/7/2016,913
1958,913,32082,click,9036,2/7/2016,913
1959,914,24793,click,24172,2/7/2016,914
1959,914,130985,click,59102,2/7/2016,914
1961,916,34416,click,129750,2/27/2016,916
1961,916,48336,click,131408,2/27/2016,916
1961,916,4018,click,207034,2/27/2016,916
1962,917,62241,click,1140833,2/27/2016,917
1962,917,62241,click,199482,2/27/2016,917
1962,917,8453,click,38160,2/27/2016,917
1962,917,1443,click,17301,2/27/2016,917
1962,917,11173,click,941736,2/27/2016,917
1962,917,5597,click,464954,2/27/2016,917
1963,918,57654,click,26448,2/27/2016,918
1969,920,88081,click,9957,2/8/2016,920
1976,921,79475,click,30206,3/16/2016,921
1976,921,79475,click,50548,3/16/2016,921
1976,921,19460,click,183449,3/16/2016,921
1976,921,19460,click,12657,3/16/2016,921
1976,921,35902,click,101442,3/16/2016,921
1976,921,90041,click,216895,3/16/2016,921
1976,921,68663,click,413397,3/16/2016,921
1976,921,58584,click,263513,3/16/2016,921
1976,921,14833,click,192213,3/16/2016,921
1991,923,21350,click,28347,2/7/2016,923
1991,923,21350,click,13667,2/7/2016,923
1991,923,487595,click,57205,2/7/2016,923
1992,924,31593,click,225948,2/7/2016,924
1992,924,31593,click,380394,2/7/2016,924
1992,924,31593,click,247310,2/7/2016,924
1992,924,31593,click,120459,2/7/2016,924
1992,924,31594,click,32408,2/7/2016,924
1992,924,31594,click,324897,2/7/2016,924
1992,924,9184,click,178895,2/7/2016,924
1992,924,269937,click,293751,2/7/2016,924
1992,924,102521,click,232754,2/7/2016,924
1993,925,30808,click,30177,2/7/2016,925
1994,926,5073,click,59165,2/7/2016,926
1994,926,158050,click,246473,2/7/2016,926
1994,926,19152,click,397513,2/7/2016,926
1994,926,35466,click,320884,2/7/2016,926
1994,926,229772,click,18531,2/7/2016,926
1994,926,7036,click,436034,2/7/2016,926
1996,928,3491,click,1086887,2/7/2016,928
1996,928,7705,click,547552,2/7/2016,928
1996,928,35106,click,694659,2/7/2016,928
1996,928,35106,click,26830,2/7/2016,928
1996,928,35106,click,238617,2/7/2016,928
1997,929,77155,click,199741,2/7/2016,929
1997,929,165759,click,909475,2/7/2016,929
1997,929,35787,click,27844,2/7/2016,929
2012,932,11723,click,18367,1/26/2016,932
2013,933,21562,click,357709,1/26/2016,933
2013,933,71995,click,912479,1/26/2016,933
2013,933,170267,click,424988,1/26/2016,933
2013,933,27312,click,91109,1/26/2016,933
2013,933,27312,click,5409,1/26/2016,933
2013,933,2288,click,275079,1/26/2016,933
2013,933,2288,click,53360,1/26/2016,933
2013,933,64272,click,529822,1/26/2016,933
2013,933,11043,click,559113,1/26/2016,933
2013,933,34113,click,980965,1/26/2016,933
2013,933,173239,click,623082,1/26/2016,933
2013,933,482448,click,418147,1/26/2016,933
2013,933,431921,click,393647,1/26/2016,933
2013,933,14247,click,1185199,1/26/2016,933
2013,933,6717,click,1165573,1/26/2016,933
2013,933,19993,click,1176884,1/26/2016,933
2013,933,58244,click,1011264,1/26/2016,933
2013,933,126436,click,30619,1/26/2016,933
2016,934,129909,click,87219,3/17/2016,934
2016,934,129909,click,164462,3/17/2016,934
2016,934,129909,click,70854,3/17/2016,934
2017,935,5196,click,100764,4/18/2016,935
2037,937,48989,click,265542,3/16/2016,937
2037,937,9442,click,227351,3/16/2016,937
2037,937,9442,click,69726,3/16/2016,937
2037,937,14593,click,322780,3/16/2016,937
2037,937,8076,click,166811,3/16/2016,937
2037,937,68480,click,32640,3/16/2016,937
2037,937,68779,click,247195,3/16/2016,937
2038,938,6327,click,975412,3/16/2016,938
2038,938,30294,click,407937,3/16/2016,938
2038,938,83672,click,22977,3/16/2016,938
2039,939,1003,click,30157,3/16/2016,939
2040,940,69131,click,24624,3/16/2016,940
2043,943,11867,click,63112,3/16/2016,943
2044,944,83626,click,41247,3/16/2016,944
2044,944,21997,click,395303,3/16/2016,944
2044,944,9434,click,370456,3/16/2016,944
2044,944,42470,click,449736,3/16/2016,944
2044,944,55325,click,410228,3/16/2016,944
2044,944,66178,click,418159,3/16/2016,944
2044,944,37455,click,378969,3/16/2016,944
2044,944,48691,click,433355,3/16/2016,944
2044,944,2749,click,50566,3/16/2016,944
2044,944,74544,click,384238,3/16/2016,944
2044,944,85246,click,437983,3/16/2016,944
2044,944,67897,click,424036,3/16/2016,944
2045,945,10948,click,30692,3/16/2016,945
2045,945,10948,click,254849,3/16/2016,945
2045,945,11213,click,600733,3/16/2016,945
2045,945,11213,click,697393,3/16/2016,945
2045,945,12770,click,176845,3/16/2016,945
2045,945,58582,click,1085958,3/16/2016,945
2050,946,13064,click,26040,3/16/2016,946
2050,946,7005,click,105772,3/16/2016,946
2051,947,35015,click,1058930,3/16/2016,947
2051,947,768,click,1019555,3/16/2016,947
2051,947,8644,click,1137571,3/16/2016,947
2051,947,8644,click,927840,3/16/2016,947
2051,947,6230,click,174539,3/16/2016,947
2056,948,173395,click,35272,4/16/2016,948
2056,948,175652,click,113105,4/16/2016,948
2061,949,28794,click,11670,3/16/2016,949
2062,950,72561,click,27457,3/16/2016,950
2062,950,56433,click,78221,3/16/2016,950
2063,951,60455,click,6759,3/16/2016,951
2080,954,468930,click,377590,4/16/2016,954
2080,954,128113,click,15518,4/16/2016,954
2135,956,141165,click,319139,4/10/2016,956
2135,956,181281,click,57303,4/10/2016,956
2135,956,249,click,468541,4/10/2016,956
2135,956,59230,click,565799,4/10/2016,956
2135,956,645,click,579075,4/10/2016,956
2135,956,32832,click,651096,4/10/2016,956
2135,956,35712,click,1092337,4/10/2016,956
2135,956,47708,click,933573,4/10/2016,956
2137,957,36995,click,546697,3/9/2016,957
2137,957,7573,click,402440,3/9/2016,957
2137,957,7573,click,47097,3/9/2016,957
2137,957,37737,click,97713,3/9/2016,957
2137,957,205161,click,452039,3/9/2016,957
2137,957,71268,click,604342,3/9/2016,957
2137,957,38817,click,756353,3/9/2016,957
2137,957,16899,click,667430,3/9/2016,957
2137,957,101595,click,419861,3/9/2016,957
2137,957,35626,click,340004,3/9/2016,957
2137,957,35626,click,15286,3/9/2016,957
2138,958,32344,click,21387,3/9/2016,958
2138,958,170309,click,55774,3/9/2016,958
2138,958,170309,click,61270,3/9/2016,958
2138,958,211278,click,38534,3/9/2016,958
2139,959,10673,click,1083041,3/9/2016,959
2139,959,2975,click,912759,3/9/2016,959
2140,960,87021,click,147991,3/9/2016,960
2140,960,87021,click,424739,3/9/2016,960
2140,960,11587,click,265310,3/9/2016,960
2140,960,11588,click,14397,3/9/2016,960
2156,964,4523,click,19141,2/25/2016,964
2156,964,30720,click,49414,2/25/2016,964
2156,964,8960,click,149076,2/25/2016,964
2156,964,17938,click,170119,2/25/2016,964
2156,964,88878,click,137021,2/25/2016,964
2156,964,36685,click,84207,2/25/2016,964
2156,964,7176,click,110101,2/25/2016,964
2157,965,93332,click,275320,2/25/2016,965
2157,965,3384,click,765603,2/25/2016,965
2157,965,6308,click,13323,2/25/2016,965
2158,966,68354,click,73021,2/16/2016,966
2158,966,128764,click,371928,2/16/2016,966
2160,968,30340,click,30592,2/25/2016,968
2161,969,72381,click,13169,2/25/2016,969
2161,969,32800,click,128520,2/25/2016,969
2163,970,35015,click,688533,2/25/2016,970
2163,970,35015,click,75408,2/25/2016,970
2163,970,768,click,211864,2/25/2016,970
2163,970,18842,click,900742,2/25/2016,970
2164,971,23950,click,17778,2/25/2016,971
2182,972,68476,click,346141,2/26/2016,972
2182,972,35979,click,464011,2/26/2016,972
2182,972,90094,click,19197,2/26/2016,972
2182,972,232994,click,97497,2/26/2016,972
2184,974,73504,click,49362,2/26/2016,974
2192,975,33914,click,11747,5/30/2016,975
2206,976,72413,click,19725,2/25/2016,976
2206,976,30327,click,1044130,2/25/2016,976
2207,977,11207,click,179494,2/25/2016,977
2207,977,33792,click,17518,2/25/2016,977
2207,977,23554,click,137992,2/25/2016,977
2207,977,18067,click,485889,2/25/2016,977
2207,977,18067,click,72148,2/25/2016,977
2207,977,69273,click,124731,2/25/2016,977
2207,977,7104,click,53126,2/25/2016,977
2208,978,7075,click,37465,2/25/2016,978
2209,979,32823,click,106443,2/25/2016,979
2209,979,102091,click,22192,2/25/2016,979
2217,981,58637,click,32538,4/14/2016,981
2223,982,7504,click,68970,5/31/2016,982
2223,982,35732,click,7666,5/31/2016,982
2229,983,49562,click,388661,6/1/2016,983
2229,983,49562,click,849047,6/1/2016,983
2229,983,49562,click,26176,6/1/2016,983
2229,983,25862,click,8731,6/1/2016,983
2233,984,10691,click,6934,3/8/2016,984
2236,987,54429,click,3523,3/8/2016,987
2238,988,86099,click,276738,3/9/2016,988
2238,988,18544,click,39172,3/9/2016,988
2238,988,79292,click,155207,3/9/2016,988
2239,989,4588,click,83059,3/9/2016,989
2239,989,175659,click,20680,3/9/2016,989
2240,231213,57989,click,125826,3/13/2016,231213
2247,990,34157,click,16835,3/3/2016,990
2247,990,57835,click,612261,3/3/2016,990
2248,991,9019,click,102130,3/3/2016,991
2248,991,9019,click,146250,3/3/2016,991
2248,991,682,click,404673,3/3/2016,991
2248,991,6548,click,137829,3/3/2016,991
2248,991,90068,click,165371,3/3/2016,991
2248,991,90068,click,333361,3/3/2016,991
2248,991,57932,click,217784,3/3/2016,991
2249,992,78441,click,18480,3/3/2016,992
2252,994,83920,click,682260,4/10/2016,994
2252,994,32166,click,16742,4/10/2016,994
2252,994,10858,click,501510,4/10/2016,994
2252,994,33511,click,432030,4/10/2016,994
2252,994,44119,click,726535,4/10/2016,994
2252,994,44119,click,608116,4/10/2016,994
2252,994,4053,click,58135,4/10/2016,994
2252,994,5132,click,771572,4/10/2016,994
2252,994,36602,click,739222,4/10/2016,994
2261,995,35872,click,25804,3/8/2016,995
2261,995,48060,click,349272,3/8/2016,995
2261,995,37266,click,139667,3/8/2016,995
2261,995,71702,click,410147,3/8/2016,995
2262,996,7500,click,59322,3/8/2016,996
2262,996,37932,click,10619,3/8/2016,996
2264,998,35366,click,12621,3/8/2016,998
2265,999,48773,click,124417,3/8/2016,999
2265,999,1254,click,30930,3/8/2016,999
2265,999,9539,click,20166,3/8/2016,999
2265,999,2507,click,241711,3/8/2016,999
2265,999,84856,click,262011,3/8/2016,999
2265,999,84875,click,254142,3/8/2016,999
2265,999,32708,click,232375,3/8/2016,999
2265,999,10290,click,225177,3/8/2016,999
2265,999,42572,click,152987,3/8/2016,999
2265,999,75015,click,94011,3/8/2016,999
2265,999,23656,click,248178,3/8/2016,999
2265,999,127956,click,58803,3/8/2016,999
2265,999,87892,click,77499,3/8/2016,999
2265,999,35123,click,133160,3/8/2016,999
2265,999,128862,click,209838,3/8/2016,999
2265,999,128862,click,204398,3/8/2016,999
2265,999,128862,click,193024,3/8/2016,999
2266,1000,30258,click,6929,2/25/2016,1000
2266,1000,359453,click,135263,2/25/2016,1000
2266,1000,240374,click,79697,2/25/2016,1000
2266,1000,35906,click,180223,2/25/2016,1000
2272,1003,33365,click,9845,3/3/2016,1003
2280,1006,13064,click,6056,3/8/2016,1006
2281,1007,28512,click,158932,3/8/2016,1007
2281,1007,14287,click,107734,3/8/2016,1007
2281,1007,14320,click,14774,3/8/2016,1007
2283,1009,35039,click,9152,3/8/2016,1009
2285,1011,35336,click,120712,3/8/2016,1011
2285,1011,47709,click,19065,3/8/2016,1011
2285,1011,47709,click,4860,3/8/2016,1011
2292,1012,11722,click,4970,4/10/2016,1012
2293,1013,80764,click,47977,3/3/2016,1013
2293,1013,80764,click,741361,3/3/2016,1013
2293,1013,3396,click,206853,3/3/2016,1013
2294,1014,36182,click,17220,3/3/2016,1014
2296,1016,9322,click,22700,3/3/2016,1016
2297,1017,100526,click,26458,3/3/2016,1017
2298,1018,33696,click,20286,3/8/2016,1018
2298,1018,35981,click,401317,3/8/2016,1018
2298,1018,35981,click,479979,3/8/2016,1018
2298,1018,14756,click,277022,3/8/2016,1018
2298,1018,14756,click,268938,3/8/2016,1018
2299,1019,128369,click,135464,2/11/2016,1019
2299,1019,14067,click,48933,2/11/2016,1019
2299,1019,14067,click,639058,2/11/2016,1019
2299,1019,47333,click,66584,2/11/2016,1019
2299,1019,398933,click,162475,2/11/2016,1019
2299,1019,14553,click,83763,2/11/2016,1019
2299,1019,25589,click,22754,2/11/2016,1019
2299,1019,14629,click,211490,2/11/2016,1019
2299,1019,14629,click,12886,2/11/2016,1019
2312,1022,36146,click,28283,3/8/2016,1022
2313,1023,12316,click,338539,3/7/2016,1023
2313,1023,70797,click,310273,3/7/2016,1023
2313,1023,8960,click,59732,3/7/2016,1023
2313,1023,1705,click,132707,3/7/2016,1023
2313,1023,89725,click,147860,3/7/2016,1023
2314,1024,49069,click,27769,2/11/2016,1024
2315,1025,73692,click,71499,2/11/2016,1025
2315,1025,87439,click,153011,2/11/2016,1025
2317,1027,15734,click,604798,2/11/2016,1027
2317,1027,26697,click,29727,2/11/2016,1027
2317,1027,26697,click,1172941,2/11/2016,1027
2317,1027,61169,click,163429,2/11/2016,1027
2317,1027,61169,click,987882,2/11/2016,1027
2317,1027,61169,click,559632,2/11/2016,1027
2317,1027,405712,click,596628,2/11/2016,1027
2317,1027,252208,click,824516,2/11/2016,1027
2317,1027,32185,click,1075521,2/11/2016,1027
2317,1027,2705,click,14183,2/11/2016,1027
2317,1027,140635,click,21763,2/11/2016,1027
2317,1027,11650,click,1056215,2/11/2016,1027
2317,1027,142064,click,620622,2/11/2016,1027
2317,1027,29042,click,802156,2/11/2016,1027
2317,1027,57201,click,818932,2/11/2016,1027
2317,1027,160598,click,736315,2/11/2016,1027
2317,1027,133656,click,691092,2/11/2016,1027
2317,1027,380433,click,1189694,2/11/2016,1027
2317,1027,387518,click,1139414,2/11/2016,1027
2318,1028,31013,click,476647,2/12/2016,1028
2318,1028,39388,click,17993,2/12/2016,1028
2318,1028,39388,click,762647,2/12/2016,1028
2318,1028,39392,click,883338,2/12/2016,1028
2318,1028,9992,click,579823,2/12/2016,1028
2318,1028,9992,click,282241,2/12/2016,1028
2318,1028,12217,click,1004933,2/12/2016,1028
2320,1030,90603,click,152095,3/4/2016,1030
2320,1030,14912,click,9612,3/4/2016,1030
